Код,Задача,IP-адрес,FQDN,Операционная система,CVE,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
24,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21628,JavaTM Platform - 8 U321 - C:\Program Files (x86)\Java\jre1.8.0_321\,198176,"0,0","5,3",Средний уровень,Отказ в обслуживании,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: https://www.oracle.com/java/technologies/downloads/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21628,,,,1,"0,9","4,77",Средний
41,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21628,JavaTM Platform - 8 U321 - C:\Program Files\Java\jre1.8.0_321\,198176,"0,0","5,3",Средний уровень,Отказ в обслуживании,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: https://www.oracle.com/java/technologies/downloads/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21628,,,,1,"0,9","4,77",Средний
183,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2163,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470284,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2163,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2163,,,,"0,6","0,9","4,752",Средний
405,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2164,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470285,"0,0","6,3",Средний уровень,Некорректная реализация (API расширений),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2164,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2164,,,,"0,6","0,9","3,402",Средний
399,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2165,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470286,"0,0","4,3",Средний уровень,Недостаточная проверка данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2165,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2165,,,,"0,6","0,9","2,322",Низкий
945,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21845,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470293,"0,0","4,7",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21845,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21845,,,,1,"0,9","4,23",Средний
70,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21911,Microsoft .NET Framework - 3.5,419759,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21911,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21911,,,,1,"0,9","6,75",Высокий
98,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21911,Microsoft .NET Framework - 4.8 - C:\Windows\Microsoft.NET\Framework\v4.0.30319\ C:\Windows\Microsoft.NET\Framework64\v4.0.30319\,419759,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21911,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21911,,,,1,"0,9","6,75",Высокий
588,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21967,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419878,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21967,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21967,,,,1,"0,9","6,3",Высокий
771,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21971,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419811,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21971,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21971,,,,1,"0,9","7,02",Kритический
796,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21972,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470110,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21972,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21972,,,,1,"0,9","7,29",Kритический
772,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21974,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419812,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21974,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21974,,,,1,"0,9","7,02",Kритический
561,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21981,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419813,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21981,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21981,,,,1,"0,9","7,02",Kритический
779,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21983,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419957,"0,0","7,5",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21983,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21983,,,,1,"0,9","6,75",Высокий
773,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21984,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419814,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21984,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21984,,,,1,"0,9","7,92",Kритический
923,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21985,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419815,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21985,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21985,,,,1,"0,9","4,95",Средний
562,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21989,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419816,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21989,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21989,,,,1,"0,9","7,02",Kритический
778,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21990,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419882,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21990,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21990,,,,1,"0,9","7,92",Kритический
774,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21992,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419817,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21992,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21992,,,,1,"0,9","7,02",Kритический
769,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21993,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419818,"0,0","7,5",Высокий уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21993,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21993,,,,1,"0,9","6,75",Высокий
563,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21994,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419819,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21994,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21994,,,,1,"0,9","7,02",Kритический
564,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21997,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419821,"0,0","7,1",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21997,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21997,,,,1,"0,9","6,39",Высокий
924,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21998,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419822,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21998,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21998,,,,1,"0,9","4,95",Средний
565,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-21999,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419823,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21999,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21999,,,,1,"0,9","7,02",Kритический
566,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22000,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419824,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22000,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22000,,,,1,"0,9","7,02",Kритический
567,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22001,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419825,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22001,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22001,,,,1,"0,9","7,02",Kритический
901,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22002,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419826,"0,0","5,5",Средний уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22002,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22002,,,,1,"0,9","4,95",Средний
928,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22010,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419884,"0,0","4,4",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22010,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22010,,,,1,"0,9","3,96",Средний
933,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22011,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470111,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22011,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22011,,,,1,"0,9","4,95",Средний
530,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22012,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470112,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22012,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22012,,,,1,"0,9","8,82",Kритический
797,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22013,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470113,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22013,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22013,,,,1,"0,9","7,92",Kритический
798,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22014,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470114,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22014,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22014,,,,1,"0,9","7,92",Kритический
934,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22015,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470115,"0,0","6,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22015,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22015,,,,1,"0,9","5,85",Высокий
631,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22016,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470116,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22016,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22016,,,,1,"0,9","6,3",Высокий
799,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22019,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470117,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22019,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22019,,,,1,"0,9","7,92",Kритический
371,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22021,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470223,"0,0","8,3",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22021,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22021,,,,"0,6","0,9","4,482",Средний
650,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22022,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470294,"0,0","7,1",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22022,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22022,,,,1,"0,9","6,39",Высокий
889,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22023,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470295,"0,0","6,6",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22023,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22023,,,,1,"0,9","5,94",Высокий
822,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22024,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470296,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22024,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22024,,,,1,"0,9","7,02",Kритический
548,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22025,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470297,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22025,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22025,,,,1,"0,9","6,75",Высокий
651,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22026,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470298,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22026,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22026,,,,1,"0,9","7,92",Kритический
823,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22027,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470299,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22027,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22027,,,,1,"0,9","7,02",Kритический
652,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22031,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470302,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22031,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22031,,,,1,"0,9","7,02",Kритический
653,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22034,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470303,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22034,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22034,,,,1,"0,9","7,02",Kритический
854,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22035,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470544,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22035,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22035,,,,1,"0,9","7,29",Kритический
654,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22036,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470304,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22036,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22036,,,,1,"0,9","6,3",Высокий
655,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22037,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470305,"0,0","7,5",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22037,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22037,,,,1,"0,9","6,75",Высокий
824,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22038,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470306,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22038,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22038,,,,1,"0,9","7,29",Kритический
549,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22040,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470308,"0,0","7,3",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22040,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22040,,,,1,"0,9","6,57",Высокий
916,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22041,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470309,"0,0","6,8",Средний уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22041,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22041,,,,1,"0,9","6,12",Высокий
656,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22043,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470311,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22043,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22043,,,,1,"0,9","7,02",Kритический
657,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-22045,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470312,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22045,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22045,,,,1,"0,9","7,02",Kритический
